Country,Country_Code,Year,adult_literacy_rate__population_15plus_years__both_sexes__pct__lr_ag15t99,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,Region
Afghanistan,AFG,1979,18.16,45.8,11.14,Asia
Afghanistan,AFG,2011,31.45,61.88,32.11,Asia
Afghanistan,AFG,2015,33.75,57.74,25.48,Asia
Afghanistan,AFG,2020,36.014965,68.800964,40.055595,Asia
Afghanistan,AFG,2021,37.27,71.24,41.59,Asia
Afghanistan,AFG,2022,,83.4,44.17,Asia
Albania,ALB,2001,98.71,99.37,99.5,Europe
Albania,ALB,2005,,,99.49,Europe
Albania,ALB,2008,95.94,98.54,99.12,Europe
Albania,ALB,2009,,94.82,96.61,Europe
Albania,ALB,2011,96.85,98.73,98.86,Europe
Albania,ALB,2012,97.25,99.38,99.02,Europe
Albania,ALB,2017,98.81,98.59,99.53,Europe
Albania,ALB,2023,97.68,98.92,99.21,Europe
Algeria,DZA,1987,49.63,86.23,62.21,Africa
Algeria,DZA,2002,69.87,94.06,86.13,Africa
Algeria,DZA,2006,72.65,94.38,89.14,Africa
Algeria,DZA,2008,75.14,95.75,91.74,Africa
Algeria,DZA,2019,,,97.99,Africa
American Samoa,ASM,1980,97.34,97.89,97.44,Oceania
Angola,AGO,2001,67.41,83.78,63.18,Africa
Angola,AGO,2014,66.03,84.86,70.59,Africa
Angola,AGO,2015,66.24,83.97,67.43,Africa
Angola,AGO,2023,68.18,87.79,73.41,Africa
Anguilla,AIA,1984,95.41,99.12,99.1,North America
Antigua and Barbuda,ATG,2001,98.95,,,
Argentina,ARG,1980,93.91,96.46,97.3,South America
Argentina,ARG,1991,96.04,98.07,98.54,South America
Argentina,ARG,2001,97.19,98.71,99.13,South America
Argentina,ARG,2020,99.14,99.48,99.87,South America
Armenia,ARM,1989,98.75,99.91,99.91,Asia
Armenia,ARM,2000,,100.0,100.0,Asia
Armenia,ARM,2001,99.4,99.75,99.86,Asia
Armenia,ARM,2011,99.74,99.82,99.88,Asia
Armenia,ARM,2016,99.74,99.82,99.88,Asia
Armenia,ARM,2017,99.74,99.82,99.87,Asia
Armenia,ARM,2018,100.0,100.0,100.0,Asia
Armenia,ARM,2019,100.0,100.0,100.0,Asia
Armenia,ARM,2020,99.79,99.85,99.9,Asia
Armenia,ARM,2022,99.82,99.65,99.92,Asia
Armenia,ARM,2023,99.84,99.91,99.87,Asia
Aruba,ABW,2000,97.29,98.88,99.17,North America
Aruba,ABW,2010,96.82,98.97,99.32,North America
Azerbaijan,AZE,1999,98.79,99.87,99.9,Asia
Azerbaijan,AZE,2006,,100.0,100.0,Asia
Azerbaijan,AZE,2007,99.59,99.99,99.99,Asia
Azerbaijan,AZE,2009,99.76,99.96,99.95,Asia
Azerbaijan,AZE,2010,99.77,99.97,99.93,Asia
Azerbaijan,AZE,2011,99.78,99.96,99.93,Asia
Azerbaijan,AZE,2012,99.78,99.95,99.92,Asia
Azerbaijan,AZE,2013,99.79,99.98,99.93,Asia
Azerbaijan,AZE,2014,99.79,99.98,99.94,Asia
Azerbaijan,AZE,2015,99.79,99.96,99.92,Asia
Azerbaijan,AZE,2016,99.79,99.96,99.92,Asia
Azerbaijan,AZE,2017,99.79,99.96,99.91,Asia
Azerbaijan,AZE,2019,99.8,99.96,99.91,Asia
Azerbaijan,AZE,2023,99.78,99.88,99.88,Asia
Bahrain,BHR,1981,69.75,89.69,82.08,Asia
Bahrain,BHR,1991,84.01,97.26,96.58,Asia
Bahrain,BHR,2001,86.55,96.83,97.25,Asia
Bahrain,BHR,2022,97.87,99.38,98.95,Asia
Bahrain,BHR,2023,97.85,99.28,99.21,Asia
Bahrain,BHR,2024,97.82,99.51,99.53,Asia
Bangladesh,BGD,1981,29.23,44.36,27.15,Asia
Bangladesh,BGD,1991,35.32,51.74,37.99,Asia
Bangladesh,BGD,2000,,100.0,100.0,Asia
Bangladesh,BGD,2001,47.49,67.16,60.26,Asia
Bangladesh,BGD,2006,,,87.2,Asia
Bangladesh,BGD,2007,,90.51,77.09,Asia
Bangladesh,BGD,2011,58.77,76.4,79.54,Asia
Bangladesh,BGD,2012,57.86,76.28,79.37,Asia
Bangladesh,BGD,2013,61.02,84.09,86.93,Asia
Bangladesh,BGD,2014,61.09,84.63,86.48,Asia
Bangladesh,BGD,2015,65.14,86.19,89.54,Asia
Bangladesh,BGD,2016,72.76,90.91,93.54,Asia
Bangladesh,BGD,2017,72.89,91.54,94.38,Asia
Bangladesh,BGD,2018,73.91,91.8,94.91,Asia
Bangladesh,BGD,2019,74.68,93.7,96.09,Asia
Bangladesh,BGD,2020,74.91,93.16,95.86,Asia
Bangladesh,BGD,2021,76.36,93.76,95.86,Asia
Bangladesh,BGD,2022,79.0,92.39,94.45,Asia
Barbados,BRB,1970,99.27,99.72,99.8,North America
Barbados,BRB,2012,,100.0,100.0,North America
Belarus,BLR,1989,97.88,99.73,99.8,Europe
Belarus,BLR,1999,99.59,99.76,99.83,Europe
Belarus,BLR,2005,,,99.98,Europe
Belarus,BLR,2009,99.62,99.8,99.85,Europe
Belarus,BLR,2012,,100.0,100.0,Europe
Belarus,BLR,2019,99.87,99.85,99.9,Europe
Belize,BLZ,1991,70.3,77.26,78.02,North America
Belize,BLZ,2000,76.9,83.9,84.54,North America
Belize,BLZ,2006,,,95.13,North America
Belize,BLZ,2011,,,96.6,North America
Belize,BLZ,2015,90.92,97.83,98.08,North America
Belize,BLZ,2022,87.88,95.67,96.63,North America
Benin,BEN,1979,16.48,45.71,18.26,Africa
Benin,BEN,1992,27.25,55.13,26.69,Africa
Benin,BEN,2001,,61.08,31.85,Africa
Benin,BEN,2002,34.66,59.21,33.24,Africa
Benin,BEN,2006,,72.07,39.53,Africa
Benin,BEN,2011,44.68812,,48.456245,Africa
Benin,BEN,2013,45.08,71.6,53.48,Africa
Benin,BEN,2017,38.87,66.8,50.99,Africa
Benin,BEN,2019,49.0,76.35,62.76,Africa
Benin,BEN,2021,43.83,70.97,59.19,Africa
Benin,BEN,2022,51.38,74.6,67.94,Africa
Bhutan,BTN,2005,52.81,80.04,67.96,Asia
Bhutan,BTN,2010,,,63.34,Asia
Bhutan,BTN,2012,55.32,90.4,82.18,Asia
Bhutan,BTN,2017,66.56,93.27,92.89,Asia
Bhutan,BTN,2022,64.91,98.28,97.23,Asia
Bolivia,BOL,1976,63.21,91.47,75.84,South America
Bolivia,BOL,1992,79.99,96.32,91.57,South America
Bolivia,BOL,2000,,98.4,96.3,South America
Bolivia,BOL,2001,86.72,98.55,96.11,South America
Bolivia,BOL,2002,,99.1,97.1,South America
Bolivia,BOL,2003,,99.47,96.67,South America
Bolivia,BOL,2004,,99.6,98.6,South America
Bolivia,BOL,2005,,99.3,98.4,South America
Bolivia,BOL,2006,,99.4,97.4,South America
Bolivia,BOL,2007,90.29,99.75,99.14,South America
Bolivia,BOL,2008,90.7,99.39,98.88,South America
Bolivia,BOL,2009,91.17,99.69,99.08,South America
Bolivia,BOL,2011,92.23,99.25,98.77,South America
Bolivia,BOL,2012,94.46,99.16,98.83,South America
Bolivia,BOL,2013,,99.5,99.2,South America
Bolivia,BOL,2014,,99.7,99.2,South America
Bolivia,BOL,2015,92.46,99.39,99.4,South America
Bolivia,BOL,2016,,99.5,99.3,South America
Bolivia,BOL,2017,,99.4,99.3,South America
Bolivia,BOL,2018,,99.7,99.4,South America
Bolivia,BOL,2019,,99.7,99.4,South America
Bolivia,BOL,2020,93.85,99.58,99.53,South America
Bolivia,BOL,2021,,99.5,99.5,South America
Bolivia,BOL,2023,95.55,99.43,99.6,South America
Bolivia,BOL,2024,96.73,99.85,99.7,South America
Bosnia and Herzegovina,BIH,1991,89.06,99.29,98.74,Europe
Bosnia and Herzegovina,BIH,2000,96.66,99.75,99.84,Europe
Bosnia and Herzegovina,BIH,2006,,,99.82,Europe
Bosnia and Herzegovina,BIH,2013,96.99,99.66,99.67,Europe
Botswana,BWA,1991,68.58,85.9,92.25,Africa
Botswana,BWA,2003,81.19,92.08,95.6,Africa
Brazil,BRA,1980,74.59,82.56,85.24,South America
Brazil,BRA,2000,86.37,92.65,95.72,South America
Brazil,BRA,2001,,94.7,96.9,South America
Brazil,BRA,2002,,95.1,97.5,South America
Brazil,BRA,2003,,95.6,97.7,South America
Brazil,BRA,2004,88.62,95.78,97.9,South America
Brazil,BRA,2005,,96.1,98.1,South America
Brazil,BRA,2006,89.62,96.8,98.36,South America
Brazil,BRA,2007,90.01,97.06,98.56,South America
Brazil,BRA,2008,90.04,97.18,98.53,South America
Brazil,BRA,2009,90.3,97.45,98.69,South America
Brazil,BRA,2010,90.38,96.72,98.32,South America
Brazil,BRA,2011,91.41,97.91,99.07,South America
Brazil,BRA,2012,91.34,98.23,99.02,South America
Brazil,BRA,2013,91.48,98.25,99.23,South America
Brazil,BRA,2014,91.73,98.45,99.25,South America
Brazil,BRA,2015,92.05,98.6,99.35,South America
Brazil,BRA,2016,92.81,98.78,99.46,South America
Brazil,BRA,2017,93.08,98.84,99.48,South America
Brazil,BRA,2018,93.23,98.98,99.43,South America
Brazil,BRA,2019,93.892624,98.7,99.5,South America
Brazil,BRA,2020,94.74441,99.0,99.5,South America
Brazil,BRA,2021,94.77261,99.1,99.5,South America
Brazil,BRA,2022,94.37687,99.0,99.6,South America
Brazil,BRA,2023,94.57255,99.0,99.6,South America
Brazil,BRA,2024,94.74,99.24,99.69,South America
Brunei,BRN,1981,77.74,94.06,93.24,Asia
Brunei,BRN,1991,87.8,98.11,98.08,Asia
Brunei,BRN,2001,92.67,98.87,98.91,Asia
Brunei,BRN,2011,96.09,99.2,99.55,Asia
Bulgaria,BGR,2001,98.2,98.31,98.11,Europe
Bulgaria,BGR,2011,98.35,98.07,97.65,Europe
Burkina Faso,BFA,1975,8.83,22.38,6.66,Africa
Burkina Faso,BFA,1991,13.57,26.79,14.17,Africa
Burkina Faso,BFA,1996,12.85,25.48,13.99,Africa
Burkina Faso,BFA,2003,21.82,38.38,24.81,Africa
Burkina Faso,BFA,2005,23.52,40.38,26.48,Africa
Burkina Faso,BFA,2006,22.47,39.82,26.53,Africa
Burkina Faso,BFA,2007,27.88,46.73,33.13,Africa
Burkina Faso,BFA,2010,,47.04,27.24,Africa
Burkina Faso,BFA,2014,34.6,56.99,43.99,Africa
Burkina Faso,BFA,2018,39.35,63.86,54.45,Africa
Burkina Faso,BFA,2019,29.66,51.15,43.56,Africa
Burkina Faso,BFA,2021,36.97,66.65,58.76,Africa
Burkina Faso,BFA,2022,40.92,65.47,60.57,Africa
Burkina Faso,BFA,2023,41.567093,,67.07696,Africa
Burundi,BDI,1979,22.51,40.93,21.49,Africa
Burundi,BDI,1990,37.38,59.5,48.01,Africa
Burundi,BDI,2000,59.3,76.78,70.37,Africa
Burundi,BDI,2005,,,52.83,Africa
Burundi,BDI,2008,48.08,66.61,57.32,Africa
Burundi,BDI,2010,,82.66,66.51,Africa
Burundi,BDI,2014,61.29,85.29,74.96,Africa
Burundi,BDI,2016,65.69,86.76,82.09,Africa
Burundi,BDI,2017,68.38,91.03,85.62,Africa
Burundi,BDI,2020,71.33748,88.23915,88.52026,Africa
Cambodia,KHM,1998,67.34,81.85,71.07,Asia
Cambodia,KHM,2000,,,54.67,Asia
Cambodia,KHM,2004,73.61,87.92,78.9,Asia
Cambodia,KHM,2005,,100.0,67.33,Asia
Cambodia,KHM,2008,76.87,89.38,85.53,Asia
Cambodia,KHM,2009,76.14,88.36,85.85,Asia
Cambodia,KHM,2010,,80.6,78.02,Asia
Cambodia,KHM,2013,79.65,91.27,90.23,Asia
Cambodia,KHM,2014,78.06,89.92,90.37,Asia
Cambodia,KHM,2015,80.53,91.86,92.57,Asia
Cambodia,KHM,2019,87.66,94.41,95.1,Asia
Cambodia,KHM,2020,82.55104,93.20434,95.40721,Asia
Cambodia,KHM,2021,71.93,90.31,93.51,Asia
Cambodia,KHM,2023,,95.8949,97.25976,Asia
Cameroon,CMR,1976,41.22,79.59,59.06,Africa
Cameroon,CMR,2000,68.41,88.42,77.96,Africa
Cameroon,CMR,2004,,81.39,67.65,Africa
Cameroon,CMR,2006,,,64.67,Africa
Cameroon,CMR,2007,70.68,89.42,77.48,Africa
Cameroon,CMR,2010,71.19,85.4,76.42,Africa
Cameroon,CMR,2011,,86.92,73.41,Africa
Cameroon,CMR,2018,72.55,87.6,76.39,Africa
Cape Verde,CPV,1990,62.8,89.95,86.42,Africa
Cape Verde,CPV,2009,82.218956,96.15344,97.89744,Africa
Cape Verde,CPV,2012,85.33,97.87,98.4,Africa
Cape Verde,CPV,2015,86.79,97.59,98.73,Africa
Cape Verde,CPV,2024,88.47,98.46,98.16,Africa
Cayman Islands,CYM,2007,98.87,99.14,98.62,North America
Cayman Islands,CYM,2017,98.87,99.14,98.62,North America
Central African Republic,CAF,1975,18.24,56.26,20.34,Africa
Central African Republic,CAF,1988,33.62,62.56,34.85,Africa
Central African Republic,CAF,2000,50.65,72.59,49.02,Africa
Central African Republic,CAF,2006,,,21.51,Africa
Central African Republic,CAF,2010,,,27.63,Africa
Central African Republic,CAF,2019,42.44,64.9,36.68,Africa
Central and Southern Asia (SDG),,1975,38.64,63.86,36.13,
Central and Southern Asia (SDG),,1976,38.7,63.86,36.18,
Central and Southern Asia (SDG),,1977,39.37,64.29,37.29,
Central and Southern Asia (SDG),,1978,40.04,64.63,38.4,
Central and Southern Asia (SDG),,1979,40.69,64.89,39.51,
Central and Southern Asia (SDG),,1980,41.32,65.08,40.51,
Central and Southern Asia (SDG),,1981,41.92,65.13,41.38,
Central and Southern Asia (SDG),,1982,42.59,65.34,42.47,
Central and Southern Asia (SDG),,1983,43.31,65.51,43.58,
Central and Southern Asia (SDG),,1984,43.97,65.62,44.66,
Central and Southern Asia (SDG),,1985,44.62,65.78,45.73,
Central and Southern Asia (SDG),,1986,45.29,65.97,46.83,
Central and Southern Asia (SDG),,1987,45.95,66.23,47.89,
Central and Southern Asia (SDG),,1988,46.65,69.02,45.87,
Central and Southern Asia (SDG),,1989,47.41,69.85,47.49,
Central and Southern Asia (SDG),,1990,48.39,70.73,49.31,
Central and Southern Asia (SDG),,1991,49.09,71.37,50.84,
Central and Southern Asia (SDG),,1992,50.02,72.68,52.29,
Central and Southern Asia (SDG),,1993,50.95,73.97,53.72,
Central and Southern Asia (SDG),,1994,51.66,74.59,55.25,
Central and Southern Asia (SDG),,1995,52.5,75.26,56.93,
Central and Southern Asia (SDG),,1996,53.3,75.91,58.46,
Central and Southern Asia (SDG),,1997,54.09,76.52,59.81,
Central and Southern Asia (SDG),,1998,58.56,80.42,62.44,
Central and Southern Asia (SDG),,1999,59.33,81.01,64.23,
Central and Southern Asia (SDG),,2000,60.1,81.5,65.93,
Central and Southern Asia (SDG),,2001,60.9,81.98,67.56,
Central and Southern Asia (SDG),,2002,61.71,82.5,69.17,
Central and Southern Asia (SDG),,2003,62.61,83.58,70.39,
Central and Southern Asia (SDG),,2004,63.39,83.99,71.89,
Central and Southern Asia (SDG),,2005,63.29,85.56,72.11,
Central and Southern Asia (SDG),,2006,63.41,84.48,73.06,
Central and Southern Asia (SDG),,2007,64.22,84.73,74.58,
Central and Southern Asia (SDG),,2008,65.25,85.62,76.15,
Central and Southern Asia (SDG),,2009,66.07,86.09,77.68,
Central and Southern Asia (SDG),,2010,68.44,87.63,79.07,
Central and Southern Asia (SDG),,2011,68.79,87.71,80.12,
Central and Southern Asia (SDG),,2012,68.87,88.06,80.96,
Central and Southern Asia (SDG),,2013,69.82,89.14,82.66,
Central and Southern Asia (SDG),,2014,70.52,89.48,83.8,
