Country,Country_Code,Year,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,Region
Lower-middle-income countries,OWID_LMC,2021,92.93,89.32,
Lower-middle-income countries,OWID_LMC,2022,93.02,89.67,
Lower-middle-income countries,OWID_LMC,2023,93.2,90.08,
Lower-middle-income countries,OWID_LMC,2024,93.37,90.45,
Macao,MAC,1981,95.14,94.21,Asia
Macao,MAC,2001,99.43,99.81,Asia
Macao,MAC,2006,99.59,99.7,Asia
Macao,MAC,2011,99.65,99.69,Asia
Macao,MAC,2016,99.73,99.87,Asia
Madagascar,MDG,2000,72.65,68.19,Africa
Madagascar,MDG,2012,78.41,75.3,Africa
Madagascar,MDG,2018,80.58,79.18,Africa
Madagascar,MDG,2021,82.53,82.24,Africa
Malawi,MWI,1987,70.44,49.13,Africa
Malawi,MWI,1998,82.09,70.7,Africa
Malawi,MWI,2006,,72.23,Africa
Malawi,MWI,2014,,75.73,Africa
Malawi,MWI,2017,86.52268,84.46849,Africa
Malawi,MWI,2018,88.25,87.07,Africa
Malawi,MWI,2020,81.3,80.14,Africa
Malaysia,MYS,1980,89.5,86.53,Asia
Malaysia,MYS,1991,95.91,95.22,Asia
Malaysia,MYS,2000,97.21,97.27,Asia
Malaysia,MYS,2010,98.38,98.46,Asia
Malaysia,MYS,2016,97.39,97.86,Asia
Malaysia,MYS,2017,97.12,97.44,Asia
Malaysia,MYS,2018,96.7,97.02,Asia
Malaysia,MYS,2019,96.6,96.98,Asia
Malaysia,MYS,2022,99.26,98.28,Asia
Maldives,MDV,1977,84.13,87.12,Asia
Maldives,MDV,1985,94.89,96.18,Asia
Maldives,MDV,1990,98.08,98.32,Asia
Maldives,MDV,1995,98.03,98.3,Asia
Maldives,MDV,2000,98.03,98.3,Asia
Maldives,MDV,2006,99.24,99.36,Asia
Maldives,MDV,2014,99.08,99.44,Asia
Maldives,MDV,2016,98.39,99.09,Asia
Maldives,MDV,2017,97.31,99.67,Asia
Maldives,MDV,2019,98.62,98.87,Asia
Mali,MLI,1976,26.67,13.47,Africa
Mali,MLI,1998,32.25,16.86,Africa
Mali,MLI,2006,47.38,30.8,Africa
Mali,MLI,2010,56.37,33.95,Africa
Mali,MLI,2011,56.32,29.7,Africa
Mali,MLI,2015,60.53,39.21,Africa
Mali,MLI,2018,57.83,43.4,Africa
Mali,MLI,2020,44.16,60.92,Africa
Mali,MLI,2024,57.24,43.12,Africa
Malta,MLT,1985,96.93,98.87,Europe
Malta,MLT,1995,94.37,97.81,Europe
Malta,MLT,2005,97.46,99.11,Europe
Malta,MLT,2011,98.4,99.39,Europe
Marshall Islands,MHL,2011,98.17,98.76,Oceania
Marshall Islands,MHL,2019,99.01,97.22,Oceania
Marshall Islands,MHL,2021,95.4913,97.28088,Oceania
Martinique,MTQ,1982,99.21,98.54,North America
Mauritania,MRT,2000,67.73,55.48,Africa
Mauritania,MRT,2007,,47.94,Africa
Mauritania,MRT,2011,,57.65,Africa
Mauritania,MRT,2013,74.22,68.05,Africa
Mauritania,MRT,2015,86.73,75.7,Africa
Mauritania,MRT,2020,75.26,66.98,Africa
Mauritius,MUS,1990,90.7,91.71,Africa
Mauritius,MUS,2000,93.72,95.36,Africa
Mauritius,MUS,2011,97.69,98.58,Africa
Mauritius,MUS,2021,100.0,100.0,Africa
Mauritius,MUS,2022,100.0,100.0,Africa
Mauritius,MUS,2023,99.81589,100.0,Africa
Mexico,MEX,1980,93.09,90.86,North America
Mexico,MEX,1990,95.96,94.9,North America
Mexico,MEX,2000,96.75,96.48,North America
Mexico,MEX,2002,97.94,97.27,North America
Mexico,MEX,2004,97.52,97.61,North America
Mexico,MEX,2005,97.64,97.63,North America
Mexico,MEX,2006,98.11,97.69,North America
Mexico,MEX,2007,98.2,98.12,North America
Mexico,MEX,2008,98.41,98.36,North America
Mexico,MEX,2009,98.67,98.38,North America
Mexico,MEX,2010,98.38,98.49,North America
Mexico,MEX,2011,98.42,98.51,North America
Mexico,MEX,2012,98.72,99.03,North America
Mexico,MEX,2013,98.53,98.6,North America
Mexico,MEX,2014,98.92,99.08,North America
Mexico,MEX,2015,98.87,99.01,North America
Mexico,MEX,2016,99.03,99.21,North America
Mexico,MEX,2017,99.08,99.17,North America
Mexico,MEX,2018,99.25,99.39,North America
Mexico,MEX,2019,99.13794,99.249664,North America
Mexico,MEX,2020,98.99,99.17,North America
Mexico,MEX,2021,99.19609,99.31327,North America
Mexico,MEX,2022,98.74,99.17,North America
Mexico,MEX,2023,99.061646,99.26538,North America
Mexico,MEX,2024,98.79,99.05,North America
Moldova,MDA,1989,99.72,99.74,Europe
Moldova,MDA,2000,99.4,99.65,Europe
Moldova,MDA,2005,99.87,99.95,Europe
Moldova,MDA,2012,100.0,99.84,Europe
Moldova,MDA,2014,99.81,99.82,Europe
Mongolia,MNG,2000,97.0,98.43,Asia
Mongolia,MNG,2010,98.02,98.91,Asia
Mongolia,MNG,2018,99.64,99.42,Asia
Mongolia,MNG,2019,98.43,99.32,Asia
Mongolia,MNG,2020,98.93,99.23,Asia
Mongolia,MNG,2021,99.798096,100.0,Asia
Mongolia,MNG,2022,99.62,99.77,Asia
Mongolia,MNG,2023,99.34,99.67,Asia
Mongolia,MNG,2024,99.69,98.93,Asia
Montenegro,MNE,1981,99.15,98.29,Europe
Montenegro,MNE,1991,99.26,98.99,Europe
Montenegro,MNE,2003,99.46,99.36,Europe
Montenegro,MNE,2005,,99.21,Europe
Montenegro,MNE,2011,99.36,99.05,Europe
Montenegro,MNE,2013,,99.76,Europe
Montenegro,MNE,2018,96.23,98.95,Europe
Morocco,MAR,1982,58.12,30.95,Africa
Morocco,MAR,1994,71.38,46.0,Africa
Morocco,MAR,2004,80.8,60.49,Africa
Morocco,MAR,2008,85.81,69.9,Africa
Morocco,MAR,2009,86.73,72.15,Africa
Morocco,MAR,2011,88.83,74.03,Africa
Morocco,MAR,2012,94.38,87.61,Africa
Morocco,MAR,2014,92.97,85.28,Africa
Mozambique,MOZ,1980,63.95,25.12,Africa
Mozambique,MOZ,1997,59.45,36.55,Africa
Mozambique,MOZ,2003,74.36,50.04,Africa
Mozambique,MOZ,2008,,39.45,Africa
Mozambique,MOZ,2009,79.84,56.54,Africa
Mozambique,MOZ,2015,79.07,62.67,Africa
Mozambique,MOZ,2017,77.26,65.49,Africa
Mozambique,MOZ,2020,76.46,64.51,Africa
Mozambique,MOZ,2022,78.37104,65.42436,Africa
Myanmar,MMR,1983,88.57,81.34,Asia
Myanmar,MMR,2000,95.79,93.47,Asia
Myanmar,MMR,2014,95.37,94.47,Asia
Myanmar,MMR,2016,91.16,89.65,Asia
Myanmar,MMR,2018,99.22583,99.10344,Asia
Myanmar,MMR,2019,95.27,95.55,Asia
Myanmar,MMR,2020,96.28198,96.43574,Asia
Namibia,NAM,1991,85.7,90.42,Africa
Namibia,NAM,2000,88.26,90.65,Africa
Namibia,NAM,2001,91.15,93.63,Africa
Namibia,NAM,2007,88.77,93.54,Africa
Namibia,NAM,2011,93.46,95.35,Africa
Namibia,NAM,2013,92.08,96.09,Africa
Namibia,NAM,2016,94.6365,94.8859,Africa
Namibia,NAM,2018,91.8393,93.76566,Africa
Namibia,NAM,2023,90.79,93.48,Africa
Nauru,NRU,2021,88.4264,96.905014,Oceania
Nepal,NPL,1981,45.1,14.97,Asia
Nepal,NPL,1991,68.23,32.67,Asia
Nepal,NPL,2001,80.62,60.14,Asia
Nepal,NPL,2006,94.24,75.51,Asia
Nepal,NPL,2008,90.98288,75.824905,Asia
Nepal,NPL,2011,89.88,80.21,Asia
Nepal,NPL,2016,94.44,84.58,Asia
Nepal,NPL,2017,95.46287,90.89088,Asia
Nepal,NPL,2019,96.81,92.07,Asia
New Caledonia,NCL,1976,97.0,97.96,Oceania
New Caledonia,NCL,1989,98.66,98.86,Oceania
New Caledonia,NCL,1996,99.05,99.14,Oceania
Nicaragua,NIC,2001,83.63,88.82,North America
Nicaragua,NIC,2005,85.16,88.84,North America
Nicaragua,NIC,2009,92.6,94.8,North America
Nicaragua,NIC,2012,93.8084,95.90167,North America
Nicaragua,NIC,2014,94.1,96.6,North America
Niger,NER,2001,26.23,14.23,Africa
Niger,NER,2005,52.45,23.2,Africa
Niger,NER,2006,33.02,11.17,Africa
Niger,NER,2012,48.56,31.64,Africa
Niger,NER,2014,57.016834,36.482254,Africa
Niger,NER,2018,56.89,36.37,Africa
Niger,NER,2022,63.96,44.74,Africa
Nigeria,NGA,1991,81.36,62.49,Africa
Nigeria,NGA,2003,78.13,60.51,Africa
Nigeria,NGA,2006,83.12,74.5,Africa
Nigeria,NGA,2007,,70.18,Africa
Nigeria,NGA,2008,78.5,51.6,Africa
Nigeria,NGA,2011,,79.84,Africa
Nigeria,NGA,2013,86.17,70.75,Africa
Nigeria,NGA,2016,78.43,67.12,Africa
Nigeria,NGA,2019,88.1255,,Africa
Nigeria,NGA,2021,77.78,69.05,Africa
Nigeria,NGA,2024,81.31,81.43,Africa
Niue,NIU,2017,100.0,100.0,Oceania
Niue,NIU,2022,100.0,100.0,Oceania
North America (WB),WB_NA,2003,99.63,99.55,
North America (WB),WB_NA,2004,99.63,99.55,
North America (WB),WB_NA,2005,99.63,99.55,
North America (WB),WB_NA,2006,99.64,99.55,
North America (WB),WB_NA,2007,99.64,99.55,
North America (WB),WB_NA,2008,99.64,99.55,
North America (WB),WB_NA,2017,99.66,99.57,
North America (WB),WB_NA,2018,99.66,99.57,
North America (WB),WB_NA,2019,99.66,99.57,
North America (WB),WB_NA,2020,99.66,99.57,
North America (WB),WB_NA,2021,99.66,99.57,
North America (WB),WB_NA,2022,99.67,99.57,
North Korea,PRK,2008,100.0,100.0,Asia
North Macedonia,MKD,1994,99.14,98.57,Europe
North Macedonia,MKD,2002,98.99,98.49,Europe
North Macedonia,MKD,2005,,98.69,Europe
North Macedonia,MKD,2011,,99.36,Europe
North Macedonia,MKD,2018,,98.75,Europe
Northern Africa and Western Asia (SDG),,1976,,61.72,
